hoy,value
4169,0.6
4170,0.6
4171,0.6
4172,0.5
4173,0.6
4174,2.1
4175,2.2
4176,2.1
4177,2.2
4178,2.1
4179,2.1
4180,1.7
4181,0.5
4182,0.5
4183,0.5
4184,0.5
4185,0.5
4186,0.5
4187,0.5
4188,0.5
4189,0.5
4190,0.5
4191,0.6
4192,0.5
4193,0.5
4194,0.5
4195,0.5
4196,0.5
4197,0.5
4198,2
4199,2
4200,2.2
4201,2.1
4202,2.2
4203,2.1
4204,2.1
4205,0.5
4206,0.5
4207,0.5
4208,0.5
4209,0.5
4210,0.5
4211,0.5
4212,0.5
4213,0.6
4214,0.4
4215,0.5
4216,0.5
4217,0.5
4218,0.4
4219,0.4
4220,0.5
4221,0.4
4222,2
4223,2.1
4224,2.1
4225,2.3
4226,2.2
4227,2.2
4228,1.4
4229,0.5
4230,0.4
4231,0.5
4232,0.5
4233,0.5
4234,0.4
4235,0.6
4236,0.5
4237,0.4
4238,0.5
4239,0.6
4240,1
4241,1.4
4242,0.5
4243,0.5
4244,0.7
4245,1.6
4246,2.3
4247,2.1
4248,2.1
4249,2.2
4250,2.1
4251,2.1
4252,2.1
4253,1.2
4254,0.4
4255,0.5
4256,0.4
4257,0.5
4258,0.4
4259,0.6
4260,0.5
4261,0.4
4262,0.4
4263,0.5
4264,0.6
4265,0.4
4266,0.5
4267,0.4
4268,0.4
4269,0.5
4270,2
4271,2
4272,2.1
4273,2.1
4274,2.1
4275,2
4276,1.3
4277,0.4
4278,0.4
4279,0.5
4280,0.4
4281,0.4
4282,0.5
4283,0.5
4284,0.5
4285,0.4
4286,0.5
4287,0.6
4288,0.7
4289,0.6
4290,0.8
4291,0.4
4292,0.5
4293,0.6
4294,1.9
4295,2
4296,1.9
4297,2.1
4298,2
4299,2.1
4300,2
4301,0.8
4302,0.4
4303,0.5
4304,0.4
4305,0.4
4306,0.4
4307,0.5
4308,0.4
4309,0.4
4310,0.5
4311,0.4
4312,0.8
4313,0.4
4314,0.4
4315,0.4
4316,0.4
4317,1.7
4318,2
4319,2.1
4320,2
4321,2.1
4322,2
4323,2.1
4324,2.1
4325,1.8
4326,0.4
4327,0.5
4328,0.4
4329,0.4
4330,0.5
4331,0.4
4332,1
4333,0.9
4334,1
4335,1
4336,0.9
4337,1
4338,1
4339,0.9
4340,1
4341,0.9
4342,1
4343,1
4344,0.9
4345,1
4346,2.1
4347,2
4348,2.1
4349,0.9
4350,0.4
4351,0.4
4352,0.5
4353,0.4
4354,0.4
4355,0.5
4356,0.4
4357,0.4
4358,0.4
4359,0.5
4360,0.4
4361,0.4
4362,0.5
4363,0.4
4364,1.4
4365,1.4
4366,2
4367,2.1
4368,2
4369,2.1
4370,2
4371,2.1
4372,2.1
4373,0.5
4374,0.4
4375,0.4
4376,0.4
4377,0.5
4378,0.5
4379,0.4
4380,0.4
4381,0.4
4382,0.5
4383,0.5
4384,0.4
4385,0.5
4386,0.4
4387,0.5
4388,0.8
4389,2.3
4390,2.2
4391,2.2
4392,2.3
4393,2.2
4394,2.3
4395,2.1
4396,2.1
4397,0.7
4398,0.5
4399,0.5
4400,0.4
4401,0.5
4402,0.8
4403,0.8
4404,0.6
4405,0.6
4406,0.5
4407,0.7
4408,0.7
4409,0.6
4410,0.4
4411,0.5
4412,0.7
4413,1.6
4414,2.1
4415,2.3
4416,2.2
4417,2.2
4418,2.2
4419,2.1
4420,2
4421,0.4
4422,0.5
4423,0.4
4424,0.4
4425,0.6
4426,0.5
4427,0.5
4428,0.4
4429,0.5
4430,0.4
4431,0.6
4432,0.7
4433,0.9
4434,0.7
4435,1.1
4436,0.8
4437,1.3
4438,2.5
4439,2.2
4440,2.1
4441,2.1
4442,2.1
4443,2.1
4444,1.4
4445,0.5
4446,0.4
4447,0.5
4448,0.5
4449,0.4
4450,0.5
4451,0.4
4452,0.5
4453,0.5
4454,0.9
4455,0.7
4456,0.6
4457,0.4
4458,0.4
4459,0.5
4460,0.5
4461,1.8
4462,2.2
4463,2.1
4464,2
4465,2.1
4466,2.1
4467,2.1
4468,2.1
4469,2.1
4470,0.9
4471,0.5
4472,0.4
4473,0.4
4474,0.5
4475,0.5
4476,0.4
4477,0.5
4478,0.5
4479,0.4
4480,0.8
4481,0.4
4482,0.9
4483,0.8
4484,0.7
4485,1
4486,2
4487,2
4488,2.1
4489,2.1
4490,2
4491,2.1
4492,1.5
4493,0.4
4494,0.5
4495,0.4
4496,0.4
4497,0.5
4498,0.4
4499,0.5
4500,0.4
4501,0.7
4502,0.5
4503,0.6
4504,0.5
4505,0.8
4506,0.5
4507,0.4
4508,0.5
4509,0.7
4510,2.2
4511,2.1
4512,2.1
4513,2
4514,2.1
4515,2.1
4516,1.7
4517,0.4
4518,0.4
4519,0.4
4520,0.5
4521,0.5
4522,0.5
4523,0.8
4524,0.7
4525,0.8
4526,0.9
4527,0.6
4528,0.6
4529,0.5
4530,0.6
4531,0.5
4532,0.5
4533,0.8
4534,2.2
4535,2.3
4536,2.2
4537,2.2
4538,2.2
4539,2.1
4540,1.7
4541,0.5
4542,0.6
4543,0.5
4544,0.5
4545,0.6
4546,0.5
4547,0.6
4548,0.6
4549,0.5
4550,0.6
4551,0.5
4552,0.7
4553,0.7
4554,0.6
4555,0.6
4556,0.8
4557,1
4558,2.5
4559,2.4
4560,2.4
4561,2.3
4562,2.1
4563,2.1
4564,1.9
4565,0.4
4566,0.5
4567,0.4
4568,0.6
4569,0.5
4570,0.7
4571,0.8
4572,0.9
4573,0.8
4574,0.6
4575,1
4576,1
4577,0.6
4578,0.8
4579,1.1
4580,0.6
4581,1.7
4582,2.1
4583,2.1
4584,2
4585,2.1
4586,2.1
4587,2.1
4588,2.1
4589,0.8
4590,0.4
4591,0.4
4592,0.5
4593,0.4
4594,0.5
4595,0.4
4596,0.5
4597,0.4
4598,0.4
4599,0.7
4600,0.4
4601,0.5
4602,0.6
4603,0.5
4604,1.2
4605,2.3
4606,2.2
4607,2.6
4608,2.4
4609,2.1
4610,2.1
4611,2.1
4612,2.1
4613,2.1
4614,2.1
4615,1.4
4616,0.5
4617,0.4
4618,0.5
4619,0.4
4620,0.6
4621,0.9
4622,0.6
4623,0.6
4624,0.7
4625,0.5
4626,0.5
4627,0.5
4628,0.4
4629,0.9
4630,2.2
4631,2.1
4632,2.1
4633,2.1
4634,2.1
4635,2.1
4636,2.1
4637,0.7
4638,0.5
4639,0.4
4640,0.5
4641,0.4
4642,0.5
4643,0.6
4644,0.5
4645,0.7
4646,0.5
4647,0.4
4648,1.1
4649,0.5
4650,0.5
4651,0.4
4652,0.7
4653,1
4654,2.1
4655,2.1
4656,2.1
4657,2
4658,2.1
4659,2.1
4660,1.7
4661,0.5
4662,0.4
4663,0.4
4664,0.4
4665,0.5
4666,0.4
4667,0.4
4668,0.7
4669,0.8
4670,0.7
4671,0.7
4672,0.7
4673,0.5
4674,0.7
4675,0.7
4676,0.6
4677,1.1
4678,2.2
4679,2.2
4680,2.2
4681,2.2
4682,2.2
4683,2
4684,2.1
4685,1.5
4686,0.4
4687,0.5
4688,0.5
4689,0.6
4690,0.6
4691,0.6
4692,0.5
4693,0.5
4694,0.5
4695,0.7
4696,0.6
4697,0.6
4698,0.8
4699,0.7
4700,1.5
4701,2.1
4702,1.9
4703,2
4704,2
4705,2.1
4706,2
4707,2.2
4708,2.1
4709,2.1
4710,1.2
4711,0.4
4712,0.4
4713,0.5
4714,0.4
4715,0.4
4716,0.4
4717,0.5
4718,0.4
4719,0.5
4720,0.5
4721,0.4
4722,0.4
4723,0.5
4724,0.5
4725,1.1
4726,2
4727,2.1
4728,2
4729,2.1
4730,2.1
4731,2.1
4732,2.2
4733,1.9
4734,0.6
4735,0.4
4736,0.4
4737,0.5
4738,0.4
4739,0.4
4740,0.4
4741,0.5
4742,0.4
4743,0.6
4744,0.6
4745,0.6
4746,0.6
4747,0.5
4748,0.6
4749,1.7
4750,2.2
4751,2.2
4752,2.2
4753,2.1
4754,2.1
4755,2.1
4756,2.1
4757,0.4
4758,0.4
4759,0.5
4760,0.4
4761,0.4
4762,0.5
4763,0.5
4764,0.4
4765,0.5
4766,0.5
4767,0.4
4768,0.7
4769,0.6
4770,0.6
4771,0.6
4772,0.5
4773,1.6
4774,2.2
4775,2.2
4776,2.2
4777,2.3
4778,2.1
4779,2.1
4780,2.2
4781,0.9
4782,0.5
4783,0.4
4784,0.4
4785,0.5
4786,0.5
4787,0.5
4788,0.7
4789,0.7
4790,0.5
4791,0.4
4792,0.4
4793,0.4
4794,0.5
4795,0.4
4796,0.5
4797,1.2
4798,2
4799,1.9
4800,2
4801,2
4802,2.1
4803,2.1
4804,2.2
4805,0.7
4806,0.4
4807,0.4
4808,0.4
4809,0.4
4810,0.4
4811,0.5
4812,0.4
4813,0.7
4814,0.5
4815,0.4
4816,0.5
4817,0.5
4818,0.5
4819,0.5
4820,0.7
4821,2
4822,2
4823,2.1
4824,2.1
4825,2.2
4826,2.1
4827,2.1
4828,2.2
4829,0.8
4830,0.4
4831,0.4
4832,0.4
4833,0.5
4834,0.5
4835,0.5
4836,0.4
4837,0.4
4838,0.5
4839,0.5
4840,0.5
4841,0.5
4842,0.4
4843,0.5
4844,0.4
4845,1.3
4846,2.2
4847,2.1
4848,2.1
4849,2.1
4850,2.1
4851,2.2
4852,2.1
4853,1.2
4854,0.4
4855,0.4
4856,0.4
4857,0.5
4858,0.4
4859,0.4
4860,0.5
4861,0.5
4862,0.4
4863,0.5
4864,0.4
4865,0.5
4866,0.4
4867,0.5
4868,0.5
4869,1.1
4870,2.1
4871,2.2
4872,2.1
4873,2.1
4874,2.1
4875,2.1
4876,2.1
4877,0.7
4878,0.4
4879,0.4
4880,0.4
4881,0.4
4882,0.5
4883,0.4
4884,0.4
4885,0.4
4886,0.5
4887,0.4
4888,0.5
4889,0.6
4890,0.4
4891,0.5
4892,0.5
4893,2
4894,2
4895,2
4896,2.1
4897,2.1
4898,2.1
4899,2.1
4900,2.1
4901,2.1
4902,0.8
4903,0.7
4904,0.4
4905,0.5
4906,0.4
4907,0.4
4908,0.5
4909,0.5
4910,0.5
4911,0.4
4912,0.4
4913,0.6
4914,0.5
4915,0.8
4916,2.1
4917,2
4918,2.1
4919,2.1
4920,2.1
4921,2.1
4922,2.1
4923,2.2
4924,2.1
4925,1.1
4926,0.4
4927,0.4
4928,0.4
4929,0.5
4930,0.4
4931,0.4
4932,0.5
4933,0.4
4934,0.7
4935,0.8
4936,0.6
4937,0.6
4938,0.5
4939,0.6
4940,0.5
4941,1.6
4942,2.1
4943,2.1
4944,2.2
4945,2.1
4946,2.1
4947,2.2
4948,2.1
4949,0.7
4950,0.4
4951,0.5
4952,0.4
4953,0.4
4954,0.4
4955,0.5
4956,0.4
4957,0.5
4958,0.4
4959,0.4
4960,0.5
4961,0.4
4962,0.4
4963,0.8
4964,1.7
4965,2.2
4966,2.5
4967,2.2
4968,2.3
4969,2.3
4970,2.2
4971,2.3
4972,2.3
4973,2.1
4974,0.6
4975,0.5
4976,0.4
4977,0.5
4978,0.6
4979,0.8
4980,0.6
4981,0.6
4982,0.6
4983,0.6
4984,0.6
4985,0.6
4986,0.8
4987,0.6
4988,0.4
4989,1.4
4990,2.2
4991,2.1
4992,2
4993,2.1
4994,2.1
4995,2.1
4996,2.1
4997,0.7
4998,0.5
4999,0.4
5000,0.4
5001,0.5
5002,0.4
5003,0.4
5004,0.5
5005,0.7
5006,0.5
5007,0.4
5008,0.4
5009,0.6
5010,0.5
5011,0.5
5012,0.5
5013,1.4
5014,2
5015,2.1
5016,2.1
5017,2.1
5018,2.1
5019,2.1
5020,2.1
5021,0.9
5022,0.4
5023,0.4
5024,0.4
5025,0.4
5026,0.5
5027,0.4
5028,0.4
5029,0.5
5030,0.4
5031,0.4
5032,0.4
5033,0.4
5034,0.4
5035,0.5
5036,0.4
5037,1.7
5038,2.1
5039,2.1
5040,2.1
5041,2.1
5042,2
5043,2.1
5044,2.1
5045,1.7
5046,0.5
5047,0.4
5048,0.4
5049,0.4
5050,0.4
5051,0.5
5052,0.4
5053,0.4
5054,0.5
5055,0.5
5056,0.5
5057,0.5
5058,0.5
5059,0.5
5060,0.8
5061,2.4
5062,2.3
5063,2.2
5064,2.1
5065,2.2
5066,2.1
5067,2.1
5068,2.2
5069,1.3
5070,0.6
5071,0.6
5072,0.6
5073,0.5
5074,0.8
5075,0.7
5076,0.6
5077,0.6
5078,0.6
5079,0.6
5080,0.7
5081,0.7
5082,0.6
5083,0.5
5084,0.6
5085,2
5086,2.2
5087,2
5088,2
5089,2
5090,2
5091,1.9
5092,2
5093,1.6
5094,0.4
5095,0.4
5096,0.4
5097,0.4
5098,0.4
5099,0.5
5100,0.4
5101,0.5
5102,0.4
5103,0.4
5104,0.5
5105,0.4
5106,0.4
5107,0.5
5108,0.4
5109,1.6
5110,2
5111,2
5112,2
5113,2
5114,1.9
5115,2
5116,2
5117,2
5118,1
5119,0.4
5120,0.4
5121,0.5
5122,0.4
5123,0.4
5124,0.4
5125,0.5
5126,0.6
5127,0.5
5128,0.4
5129,0.5
5130,0.5
5131,0.4
5132,0.5
5133,1.6
5134,2.1
5135,2
5136,2
5137,1.9
5138,0.9
5139,1
5140,0.9
5141,1
5142,0.9
5143,1
5144,0.9
5145,1
5146,0.9
5147,1
5148,0.9
5149,1
5150,0.9
5151,1
5152,0.9
5153,1
5154,0.9
5155,1
5156,0.9
5157,1
5158,0.9
5159,1
5160,0.9
5161,2
5162,2
5163,1.9
5164,1.6
5165,1.9
5166,0.4
5167,0.5
5168,0.4
5169,0.4
5170,0.5
5171,0.4
5172,0.5
5173,0.8
5174,0.6
5175,0.7
5176,0.3
5177,0.2
5178,0.6
5179,0.8
5180,1.1
5181,2.2
5182,2.3
5183,2.2
5184,2.2
5185,2.2
5186,2.3
5187,2.2
5188,2.1
5189,2
5190,1.3
5191,0.4
5192,0.4
5193,0.5
5194,0.4
5195,0.3
5196,0.5
5197,0.4
5198,0.5
5199,0.4
5200,0.5
5201,0.5
5202,0.4
5203,0.5
5204,0.7
5205,2.3
5206,2.4
5207,2.4
5208,2.3
5209,2.2
5210,2.1
5211,2.2
5212,2.1
5213,1.6
5214,0.5
5215,0.6
5216,0.6
5217,0.5
5218,0.6
5219,0.6
5220,0.6
5221,0.5
5222,0.6
5223,0.6
5224,0.6
5225,0.6
5226,0.7
5227,0.8
5228,1.7
5229,2.1
5230,2
5231,2.5
5232,2.3
5233,2
5234,2
5235,2
5236,2
5237,2
5238,1.4
5239,0.7
5240,0.4
5241,0.5
5242,0.5
5243,0.4
5244,1.4
5245,1.4
5246,1.4
5247,1.3
5248,1.4
5249,1.4
5250,1.4
5251,1.4
5252,1.4
5253,1.4
5254,1.3
5255,1.4
5256,1.4
5257,1.4
5258,2.2
5259,2.3
5260,2.1
5261,2.1
5262,1.6
5263,0.4
5264,0.5
5265,0.4
5266,0.5
5267,0.4
5268,0.5
5269,0.7
5270,1.6
5271,1.5
5272,0.7
5273,0.4
5274,0.5
5275,0.5
5276,2
5277,2.4
5278,2.4
5279,2.4
5280,2.2
5281,2.2
5282,2.2
5283,2.2
5284,2.2
5285,2.2
5286,1.5
5287,0.6
5288,0.7
5289,0.6
5290,0.8
5291,0.7
5292,0.6
5293,0.7
5294,0.5
5295,0.9
5296,0.8
5297,0.8
5298,0.6
5299,0.6
5300,1.4
5301,2.1
5302,2.2
5303,2.1
5304,2.1
5305,2.1
5306,2.1
5307,2
5308,1.9
5309,1.9
5310,0.5
5311,0.4
5312,0.4
5313,0.5
5314,0.4
5315,0.5
5316,0.4
5317,0.7
5318,0.5
5319,0.4
5320,0.5
5321,0.4
5322,0.5
5323,0.4
5324,0.6
5325,2.1
5326,1.9
5327,2
5328,1.7
5329,1.8
5330,1.8
5331,1.7
5332,1.7
5333,1.7
5334,0.6
5335,0.7
5336,0.7
5337,0.5
5338,0.5
5339,0.4
5340,0.5
5341,0.5
5342,0.3
5343,0.2
5344,0.3
5345,0.3
5346,0.6
5347,0.7
5348,1.6
5349,2.1
5350,2.2
5351,1.7
5352,1.8
5353,1.7
5354,1.8
5355,1.8
5356,1.7
5357,1.8
5358,1.6
5359,1.5
5360,0.3
5361,0.3
5362,0.2
5363,0.3
5364,0.3
5365,0.3
5366,0.3
5367,0.2
5368,0.3
5369,0.2
5370,0.3
5371,0.3
5372,2
5373,1.8
5374,1.8
5375,1.8
5376,1.7
5377,1.8
5378,1.7
5379,1.8
5380,1.7
5381,1.8
5382,0.3
5383,0.3
5384,0.2
5385,0.2
5386,0.3
5387,0.2
5388,0.3
5389,0.2
5390,0.3
5391,0.2
5392,0.3
5393,0.3
5394,0.2
5395,0.2
5396,1
5397,1.8
5398,1.8
5399,1.7
5400,1.8
5401,1.8
5402,1.8
5403,1.8
5404,1.8
5405,1.6
5406,0.2
5407,0.3
5408,0.2
5409,0.2
5410,0.4
5411,0.5
5412,0.4
5413,0.2
5414,0.3
5415,0.2
5416,0.3
5417,0.2
5418,0.3
5419,0.2
5420,1
5421,1.8
5422,1.7
5423,1.7
5424,1.8
5425,1.7
5426,1.8
5427,1.7
5428,1.7
5429,1.5
5430,0.2
5431,0.2
5432,0.3
5433,0.2
5434,0.3
5435,0.3
5436,0.3
5437,0.2
5438,0.3
5439,0.2
5440,0.3
5441,0.3
5442,0.2
5443,0.2
5444,1.3
5445,1.8
5446,1.7
5447,1.8
5448,1.7
5449,1.7
5450,1.8
5451,1.7
5452,1.8
5453,1.7
5454,1.2
5455,0.3
5456,0.2
5457,0.2
5458,0.3
5459,0.3
5460,0.2
5461,0.3
5462,0.2
5463,0.3
5464,0.2
5465,0.3
5466,0.3
5467,0.2
5468,0.7
5469,1.8
5470,1.7
5471,1.8
5472,1.7
5473,1.8
5474,1.8
5475,1.7
5476,1.8
5477,1.5
5478,0.2
5479,0.3
5480,0.2
5481,0.3
5482,0.3
5483,0.3
5484,0.3
5485,0.3
5486,0.2
5487,0.2
5488,0.3
5489,0.3
5490,0.3
5491,0.5
5492,1.2
5493,2.3
5494,2.1
5495,2
5496,2.1
5497,2
5498,1.8
5499,1.8
5500,1.8
5501,1.8
5502,1.7
5503,0.2
5504,0.3
5505,0.2
5506,0.3
5507,0.3
5508,0.8
5509,0.7
5510,0.7
5511,0.7
5512,0.3
5513,0.4
5514,0.3
5515,0.3
5516,1.1
5517,1.9
5518,1.8
5519,1.9
5520,1.8
5521,1.8
5522,1.9
5523,1.8
5524,1.8
5525,1.8
5526,0.4
5527,0.2
5528,0.3
5529,0.3
5530,0.2
5531,0.3
5532,0.3
5533,0.3
5534,0.2
5535,0.4
5536,0.3
5537,0.3
5538,0.3
5539,0.2
5540,1.6
5541,1.9
5542,1.8
5543,1.8
5544,1.8
5545,1.9
5546,1.8
5547,1.8
5548,1.8
5549,1.9
5550,1.8
5551,1
5552,0.3
5553,0.2
5554,0.3
5555,0.3
5556,0.3
5557,0.3
5558,0.3
5559,0.3
5560,0.5
5561,0.3
5562,0.3
5563,0.4
5564,1.2
5565,2
5566,2
5567,1.9
5568,2
5569,2
5570,2
5571,2
5572,2
5573,2
5574,1.6
5575,0.3
5576,0.3
5577,0.3
5578,0.3
5579,0.4
5580,0.4
5581,0.3
5582,0.3
5583,0.4
5584,0.4
5585,0.4
5586,0.3
5587,0.3
5588,1.3
5589,1.8
5590,1.9
5591,1.9
5592,1.8
5593,1.9
5594,1.8
5595,1.9
5596,1.8
5597,1.9
5598,1.5
5599,0.7
5600,0.3
5601,0.3
5602,0.3
5603,0.4
5604,0.3
5605,0.3
5606,0.3
5607,0.3
5608,0.5
5609,0.4
5610,0.4
5611,0.3
5612,1.2
5613,1.9
5614,1.9
5615,1.8
5616,1.9
5617,1.8
5618,1.9
5619,1.8
5620,1.9
5621,1.8
5622,1
5623,0.3
5624,0.3
5625,0.3
5626,0.3
5627,0.3
5628,0.3
5629,0.3
5630,0.3
5631,0.5
5632,0.4
5633,0.3
5634,0.3
5635,0.3
5636,1.6
5637,1.9
5638,1.9
5639,1.9
5640,1.9
5641,1.9
5642,1.9
5643,1.8
5644,1.9
5645,1.8
5646,0.5
5647,0.3
5648,0.4
5649,0.3
5650,0.3
5651,0.3
5652,1
5653,0.9
5654,1
5655,0.9
5656,1
5657,0.9
5658,1
5659,1
5660,0.9
5661,1
5662,0.9
5663,1
5664,0.9
5665,1
5666,1.8
5667,1.8
5668,1.8
5669,1.7
5670,1.8
5671,1.9
5672,1
5673,0.3
5674,0.2
5675,0.3
5676,0.2
5677,0.3
5678,0.3
5679,0.4
5680,0.3
5681,0.4
5682,0.8
5683,2
5684,2.2
5685,2
5686,1.9
5687,1.8
5688,1.8
5689,1.9
5690,1.9
5691,1.8
5692,1.9
5693,1.9
5694,1.8
5695,1.2
5696,0.3
5697,0.2
5698,0.3
5699,0.2
5700,0.7
5701,0.3
5702,0.3
5703,0.2
5704,0.3
5705,0.3
5706,0.3
5707,0.6
5708,2.2
5709,1.9
5710,1.9
5711,1.8
5712,1.8
5713,1.9
5714,1.8
5715,1.9
5716,1.8
5717,1.9
5718,0.9
5719,0.3
5720,0.3
5721,0.3
5722,0.3
5723,0.3
5724,0.3
5725,0.3
5726,0.3
5727,0.3
5728,0.3
5729,0.3
5730,0.4
5731,0.3
5732,1.7
5733,1.8
5734,1.8
5735,1.8
5736,1.8
5737,1.8
5738,1.9
5739,1.8
5740,1.8
5741,1.8
5742,1.3
5743,0.4
5744,0.3
5745,0.3
5746,0.3
5747,0.3
5748,0.3
5749,0.3
5750,0.3
5751,0.4
5752,0.4
5753,0.3
5754,0.3
5755,0.4
5756,1.6
5757,1.8
5758,1.9
5759,1.8
5760,1.8
5761,1.8
5762,1.8
5763,1.8
5764,1.8
5765,1.9
5766,0.8
5767,0.3
5768,0.3
5769,0.3
5770,0.4
5771,0.3
5772,0.3
5773,0.3
5774,0.3
5775,0.8
5776,0.3
5777,0.3
5778,0.3
5779,0.5
5780,1.8
5781,1.9
5782,1.9
5783,1.8
5784,1.9
5785,1.8
5786,1.8
5787,1.8
5788,1.8
5789,1.8
5790,0.9
5791,0.3
5792,0.3
5793,0.3
5794,0.3
5795,0.4
5796,0.3
5797,0.3
5798,0.3
5799,0.3
5800,0.5
5801,0.3
5802,0.3
5803,0.5
5804,1.8
5805,1.8
5806,1.8
5807,1.8
5808,1.8
5809,1.8
5810,1.8
5811,1.8
5812,1.8
5813,1.8
5814,0.8
5815,0.3
5816,0.3
5817,0.4
5818,0.3
5819,0.3
5820,0.3
5821,0.3
5822,0.3
5823,0.3
5824,0.3
5825,0.6
5826,0.3
5827,0.8
5828,1.9
5829,1.9
5830,1.8
5831,1.9
5832,1.8
5833,1.8
5834,1.8
5835,1.8
5836,1.8
5837,1.8
5838,1.5
5839,0.3
5840,0.3
5841,0.3
5842,0.3
5843,0.3
5844,0.4
5845,0.3
5846,0.4
5847,0.4
5848,0.3
5849,0.4
5850,0.3
5851,0.5
5852,1.8
5853,1.9
5854,2
5855,2.1
5856,2
5857,1.9
5858,2
5859,1.9
5860,2
5861,2
5862,1.1
5863,0.5
5864,0.5
5865,0.4
5866,0.5
5867,0.5
5868,0.3
5869,0.3
5870,0.3
5871,0.6
5872,0.6
5873,0.5
5874,0.3
5875,1.7
5876,2.1
5877,2
5878,1.9
5879,1.8
5880,1.9
5881,1.8
5882,1.7
5883,1.9
5884,1.8
5885,1.8
5886,1.4
5887,0.3
5888,0.3
5889,0.3
5890,0.4
5891,0.5
5892,0.3
5893,0.3
5894,0.4
5895,0.4
5896,0.3
5897,0.3
5898,0.3
5899,1.3
5900,1.9
5901,1.8
5902,1.8
5903,1.9
5904,1.8
5905,1.8
5906,1.8
5907,1.8
5908,1.8
5909,1.8
5910,1.5
5911,0.3
5912,0.3
5913,0.3
5914,0.3
5915,0.3
5916,0.8
5917,0.5
5918,0.5
5919,0.4
5920,0.4
5921,0.7
5922,0.4
5923,0.8
5924,1.8
5925,2.1
5926,2
5927,2
5928,1.9
5929,2
5930,1.8
5931,1.8
5932,1.8
5933,1.9
5934,1.5
5935,0.4
5936,0.3
5937,0.3
5938,0.4
5939,0.3
5940,0.3
5941,0.4
5942,0.3
5943,0.3
5944,0.5
5945,0.3
5946,0.3
5947,0.6
5948,1.9
5949,1.9
5950,1.9
5951,1.9
5952,1.8
5953,1.8
5954,1.8
5955,1.8
5956,1.8
5957,1.8
5958,1.9
5959,0.7
5960,0.3
5961,0.3
5962,0.3
5963,0.4
5964,0.3
5965,0.3
5966,0.3
5967,0.6
5968,0.4
5969,0.3
5970,0.3
5971,0.7
5972,1.8
5973,1.9
5974,1.8
5975,1.8
5976,1.8
5977,1.8
5978,1.7
5979,1.8
5980,1.8
5981,1.9
5982,1.2
5983,0.3
5984,0.3
5985,0.3
5986,0.3
5987,0.4
5988,0.3
5989,0.3
5990,0.3
5991,0.4
5992,0.3
5993,0.5
5994,0.4
5995,0.9
5996,1.8
5997,1.8
5998,1.8
5999,1.8
6000,1.8
6001,1.8
6002,1.8
6003,1.8
6004,1.8
6005,1.8
6006,1.9
6007,0.6
6008,0.4
6009,0.3
6010,0.3
6011,0.3
6012,0.4
6013,0.4
6014,0.3
6015,0.6
6016,0.3
6017,0.4
6018,0.3
6019,1
6020,1.9
6021,1.9
6022,1.8
6023,1.9
6024,1.8
6025,1.9
6026,1.8
6027,1.9
6028,1.8
6029,1.8
6030,1.5
6031,0.3
6032,0.3
6033,0.3
6034,0.3
6035,0.4
6036,0.4
6037,0.6
6038,0.6
6039,0.5
6040,0.5
6041,0.5
6042,0.5
6043,1.4
6044,2
6045,2
6046,2
6047,2
6048,2
6049,1.9
6050,1.9
6051,1.8
6052,1.8
6053,1.8
6054,1.8
6055,1
6056,0.3
6057,0.3
6058,0.4
6059,0.4
6060,0.3
6061,0.4
6062,0.4
6063,0.4
6064,0.4
6065,0.4
6066,0.6
6067,1.7
6068,1.9
6069,1.8
6070,1.8
6071,1.8
6072,1.8
6073,1.9
6074,1.8
6075,1.8
6076,1.8
6077,1.8
6078,1.9
6079,1.3
6080,0.3
6081,0.3
6082,0.4
6083,0.3
6084,0.4
6085,0.4
6086,0.3
6087,0.6
6088,0.3
6089,0.8
6090,1.6
6091,1.8
6092,1.9
6093,1.8
6094,1.9
6095,1.9
6096,2
6097,1.9
6098,2
6099,1.9
6100,2
6101,1.9
6102,2
6103,1.5
6104,0.5
6105,0.3
6106,0.3
6107,0.3
6108,0.4
6109,0.3
6110,0.3
6111,0.4
6112,0.5
6113,0.3
6114,0.3
6115,1.2
6116,1.8
6117,1.8
6118,1.8
6119,1.8
6120,1.8
6121,1.8
6122,1.8
6123,1.8
6124,1.8
6125,1.8
6126,1.8
6127,0.3
6128,0.3
6129,0.3
6130,0.3
6131,0.4
6132,0.4
6133,0.3
6134,0.3
6135,0.5
6136,0.4
6137,0.3
6138,0.3
6139,1.2
6140,1.8
6141,1.8
6142,1.9
6143,1.8
6144,1.8
6145,1.8
6146,1.8
6147,1.8
6148,1.8
6149,1.8
6150,1.7
6151,0.3
6152,0.3
6153,0.3
6154,0.3
6155,0.3
6156,0.4
6157,0.3
6158,0.4
6159,0.3
6160,0.3
6161,0.6
6162,0.3
6163,1.4
6164,1.9
6165,1.8
6166,1.9
6167,1.9
6168,1.8
6169,1.9
6170,1.8
6171,1.8
6172,1.8
6173,1.9
6174,1.8
6175,1.8
6176,0.6
6177,0.3
6178,0.3
6179,0.3
6180,0.3
6181,0.3
6182,0.3
6183,0.5
6184,0.3
6185,0.4
6186,0.3
6187,1.3
6188,1.8
6189,1.8
6190,1.9
6191,1.8
6192,1.8
6193,1.8
6194,1.7
6195,1.9
6196,1.8
6197,1.8
6198,1.8
6199,0.4
6200,0.3
6201,0.4
6202,0.3
6203,0.3
6204,0.3
6205,0.3
6206,0.3
6207,0.3
