hoy,value
2147,0.5
2148,0.4
2149,0.5
2150,0.5
2151,0.7
2152,0.6
2153,0.5
2154,0.7
2155,1.9
2156,2.7
2157,2.7
2158,2.8
2159,2.8
2160,2.6
2161,2.4
2162,2.4
2163,2.4
2164,2.5
2165,2.4
2166,2
2167,0.4
2168,0.4
2169,0.5
2170,0.7
2171,0.4
2172,0.5
2173,0.5
2174,0.6
2175,0.4
2176,0.5
2177,0.5
2178,0.4
2179,0.7
2180,2.4
2181,2.5
2182,2.4
2183,2.4
2184,2.4
2185,2.4
2186,2.5
2187,2.4
2188,2.4
2189,2.4
2190,1.9
2191,0.5
2192,0.4
2193,0.5
2194,0.5
2195,0.4
2196,0.5
2197,0.5
2198,0.5
2199,0.5
2200,0.5
2201,0.5
2202,0.4
2203,0.8
2204,2.8
2205,2.5
2206,2.4
2207,2.4
2208,2.4
2209,2.4
2210,2.5
2211,2.4
2212,2.4
2213,2.4
2214,1.8
2215,0.6
2216,0.4
2217,0.5
2218,0.5
2219,0.5
2220,0.5
2221,0.5
2222,0.8
2223,0.6
2224,0.9
2225,0.6
2226,0.5
2227,0.8
2228,2.3
2229,2.4
2230,2.3
2231,2.3
2232,2.5
2233,2.5
2234,2.5
2235,2.5
2236,2.5
2237,2.4
2238,2.5
2239,0.7
2240,0.4
2241,0.5
2242,0.4
2243,0.5
2244,0.5
2245,0.6
2246,0.6
2247,0.5
2248,0.6
2249,0.4
2250,0.5
2251,0.7
2252,2.4
2253,2.3
2254,2.4
2255,2.5
2256,2.5
2257,2.4
2258,2.5
2259,2.5
2260,2.4
2261,2.5
2262,1.6
2263,0.5
2264,0.5
2265,0.4
2266,0.5
2267,0.6
2268,0.4
2269,0.5
2270,0.5
2271,0.5
2272,0.5
2273,0.5
2274,0.8
2275,1.5
2276,2.4
2277,2.5
2278,2.5
2279,2.5
2280,2.4
2281,2.5
2282,2.4
2283,2.5
2284,2.5
2285,2.5
2286,1.6
2287,0.5
2288,0.4
2289,0.5
2290,0.5
2291,0.5
2292,0.5
2293,0.7
2294,0.6
2295,0.4
2296,0.5
2297,0.5
2298,0.4
2299,0.6
2300,2.4
2301,2.5
2302,2.4
2303,2.5
2304,2.5
2305,2.4
2306,2.5
2307,2.5
2308,2.4
2309,2.5
2310,1.5
2311,0.4
2312,0.5
2313,0.5
2314,0.4
2315,0.5
2316,0.4
2317,0.5
2318,0.5
2319,0.5
2320,0.4
2321,0.5
2322,0.5
2323,1
2324,2.4
2325,2.6
2326,2.5
2327,2.5
2328,2.5
2329,2.4
2330,2.5
2331,2.5
2332,2.5
2333,2.4
2334,2.2
2335,0.4
2336,0.5
2337,0.5
2338,0.4
2339,0.5
2340,0.4
2341,0.5
2342,0.5
2343,0.5
2344,0.6
2345,0.4
2346,0.5
2347,0.5
2348,2.4
2349,2.4
2350,2.5
2351,2.5
2352,2.4
2353,2.6
2354,2.4
2355,2.5
2356,2.5
2357,2.5
2358,1.3
2359,0.5
2360,0.4
2361,0.5
2362,0.5
2363,0.5
2364,0.4
2365,0.5
2366,0.5
2367,0.5
2368,0.6
2369,0.5
2370,0.4
2371,0.5
2372,2.4
2373,2.5
2374,2.4
2375,2.5
2376,2.5
2377,2.5
2378,2.4
2379,2.6
2380,2.4
2381,2.5
2382,1.1
2383,0.5
2384,0.4
2385,0.5
2386,0.5
2387,0.4
2388,0.5
2389,0.5
2390,0.5
2391,0.4
2392,0.5
2393,0.5
2394,0.5
2395,0.8
2396,2.7
2397,2.5
2398,2.5
2399,2.4
2400,2.5
2401,2.4
2402,2.5
2403,2.4
2404,2.5
2405,2.4
2406,2
2407,0.5
2408,0.5
2409,0.5
2410,0.5
2411,0.5
2412,0.5
2413,0.4
2414,0.6
2415,0.5
2416,0.7
2417,0.5
2418,0.4
2419,0.7
2420,2.5
2421,2.6
2422,2.4
2423,2.5
2424,2.5
2425,2.4
2426,2.5
2427,2.5
2428,2.4
2429,2.5
2430,1.1
2431,0.4
2432,0.5
2433,0.5
2434,0.5
2435,0.5
2436,0.6
2437,0.5
2438,0.5
2439,0.4
2440,0.5
2441,0.5
2442,0.5
2443,0.8
2444,2.3
2445,2.4
2446,2.5
2447,2.4
2448,2.5
2449,2.5
2450,2.5
2451,2.4
2452,2.5
2453,2.5
2454,1.6
2455,0.5
2456,0.5
2457,0.4
2458,0.5
2459,0.5
2460,0.4
2461,0.5
2462,0.5
2463,0.5
2464,0.4
2465,0.9
2466,0.5
2467,1
2468,2
2469,2.4
2470,2.7
2471,2.4
2472,2.3
2473,2.5
2474,2.4
2475,2.5
2476,2.4
2477,2.5
2478,0.9
2479,0.5
2480,0.5
2481,0.4
2482,0.5
2483,0.5
2484,0.4
2485,0.5
2486,0.5
2487,0.6
2488,0.8
2489,0.7
2490,0.5
2491,0.5
2492,2.6
2493,2.4
2494,2.4
2495,2.5
2496,2.5
2497,2.4
2498,2.5
2499,2.5
2500,2.4
2501,2.5
2502,1.9
2503,0.5
2504,0.5
2505,0.4
2506,0.7
2507,0.8
2508,0.5
2509,0.7
2510,0.6
2511,0.7
2512,0.8
2513,0.6
2514,0.5
2515,0.5
2516,2.1
2517,2.5
2518,2.5
2519,2.4
2520,2.5
2521,2.5
2522,2.4
2523,2.5
2524,2.5
2525,2.4
2526,2.3
2527,0.5
2528,0.5
2529,0.5
2530,0.4
2531,0.5
2532,0.6
2533,0.5
2534,0.6
2535,0.7
2536,0.7
2537,0.7
2538,0.5
2539,0.6
2540,1.8
2541,2.4
2542,2.5
2543,2.4
2544,2.5
2545,2.4
2546,2.5
2547,2.5
2548,2.4
2549,2.5
2550,0.5
2551,0.5
2552,0.4
2553,0.4
2554,0.5
2555,0.5
2556,0.4
2557,0.5
2558,0.4
2559,0.5
2560,1
2561,1.4
2562,0.5
2563,0.5
2564,1.7
2565,2.4
2566,2.5
2567,2.5
2568,2.4
2569,2.5
2570,2.4
2571,2.5
2572,2.4
2573,2.5
2574,0.5
2575,0.5
2576,0.4
2577,0.5
2578,0.5
2579,0.5
2580,0.5
2581,0.5
2582,0.5
2583,0.7
2584,0.7
2585,0.5
2586,0.8
2587,0.9
2588,1.9
2589,2.4
2590,2.5
2591,2.5
2592,2.4
2593,2.5
2594,2.4
2595,2.5
2596,2.4
2597,2.4
2598,0.4
2599,0.5
2600,0.6
2601,0.4
2602,0.5
2603,0.5
2604,0.5
2605,0.5
2606,0.4
2607,0.7
2608,0.6
2609,0.7
2610,0.6
2611,0.5
2612,1.5
2613,2.4
2614,2.5
2615,2.5
2616,2.4
2617,2.5
2618,2.5
2619,2.5
2620,2.5
2621,2.2
2622,0.4
2623,0.5
2624,0.6
2625,0.5
2626,0.5
2627,0.5
2628,0.6
2629,0.5
2630,0.5
2631,0.4
2632,0.7
2633,0.6
2634,0.6
2635,0.6
2636,1.5
2637,2.5
2638,2.5
2639,2.4
2640,2.5
2641,2.5
2642,2.5
2643,2.4
2644,2.5
2645,2.2
2646,0.4
2647,0.5
2648,0.4
2649,0.5
2650,0.5
2651,0.4
2652,0.5
2653,0.5
2654,0.5
2655,0.7
2656,0.5
2657,0.6
2658,0.5
2659,0.5
2660,1.3
2661,2.5
2662,2.5
2663,2.5
2664,2.4
2665,2.5
2666,2.5
2667,2.4
2668,2.5
2669,2
2670,0.5
2671,0.4
2672,0.5
2673,0.5
2674,0.5
2675,0.4
2676,0.5
2677,0.5
2678,0.7
2679,0.4
2680,0.5
2681,0.5
2682,0.6
2683,0.5
2684,1.8
2685,2.5
2686,2.5
2687,2.5
2688,2.4
2689,2.5
2690,2.4
2691,2.5
2692,2.5
2693,2.4
2694,1.4
2695,0.5
2696,0.5
2697,0.4
2698,0.5
2699,0.5
2700,0.4
2701,0.5
2702,0.6
2703,0.4
2704,0.5
2705,0.5
2706,0.4
2707,0.5
2708,1.3
2709,2.4
2710,2.3
2711,2.5
2712,2.5
2713,2.4
2714,2.5
2715,2.5
2716,2.5
2717,2
2718,0.4
2719,0.5
2720,0.5
2721,0.4
2722,0.5
2723,0.5
2724,0.4
2725,0.5
2726,0.6
2727,0.5
2728,0.6
2729,0.4
2730,0.5
2731,0.5
2732,2.4
2733,2.4
2734,2.5
2735,2.5
2736,2.4
2737,2.5
2738,2.5
2739,2.5
2740,2.4
2741,2.5
2742,1.9
2743,0.5
2744,0.4
2745,0.5
2746,0.5
2747,0.5
2748,0.4
2749,0.5
2750,0.4
2751,0.9
2752,0.5
2753,0.5
2754,0.4
2755,0.5
2756,1.3
2757,2.4
2758,2.4
2759,2.3
2760,2.4
2761,2.5
2762,2.4
2763,2.5
2764,2.5
2765,1.8
2766,0.5
2767,0.5
2768,0.4
2769,0.5
2770,0.5
2771,0.5
2772,0.4
2773,0.5
2774,0.5
2775,0.6
2776,0.5
2777,0.5
2778,0.4
2779,0.5
2780,1.3
2781,2.5
2782,2.6
2783,2.4
2784,2.5
2785,2.5
2786,2.4
2787,2.5
2788,2.5
2789,1.8
2790,0.4
2791,0.5
2792,0.6
2793,0.5
2794,0.4
2795,0.5
2796,0.5
2797,0.6
2798,0.6
2799,0.5
2800,0.7
2801,0.6
2802,0.5
2803,0.5
2804,1.4
2805,2.5
2806,2.4
2807,2.4
2808,2.5
2809,2.5
2810,2.5
2811,2.4
2812,2.5
2813,1.7
2814,0.4
2815,0.5
2816,0.5
2817,0.4
2818,0.5
2819,0.4
2820,0.5
2821,0.4
2822,0.5
2823,0.6
2824,0.5
2825,0.4
2826,0.5
2827,0.4
2828,1.3
2829,2.5
2830,2.4
2831,2.5
2832,2.5
2833,2.5
2834,2.4
2835,2.5
2836,2.4
2837,2
2838,0.4
2839,0.5
2840,0.4
2841,0.5
2842,0.5
2843,0.4
2844,0.5
2845,0.5
2846,0.4
2847,0.5
2848,0.6
2849,0.5
2850,0.5
2851,0.4
2852,0.8
2853,2.4
2854,2.4
2855,2.4
2856,2.4
2857,2.5
2858,2.4
2859,2.4
2860,2.5
2861,1.4
2862,0.5
2863,0.4
2864,0.5
2865,0.4
2866,0.5
2867,0.5
2868,0.6
2869,0.7
2870,0.5
2871,0.5
2872,0.5
2873,0.5
2874,0.4
2875,0.5
2876,0.8
2877,2.3
2878,2.3
2879,2.4
2880,2.5
2881,2.4
2882,2.5
2883,2.4
2884,2.4
2885,2.4
2886,1.6
2887,0.5
2888,0.4
2889,0.5
2890,0.4
2891,0.6
2892,0.5
2893,0.5
2894,0.4
2895,0.5
2896,0.5
2897,0.4
2898,0.4
2899,1
2900,2.2
2901,2.4
2902,2.4
2903,2.5
2904,2.4
2905,2.4
2906,2.4
2907,2.4
2908,2.4
2909,1.3
2910,0.5
2911,0.4
2912,0.5
2913,0.4
2914,0.5
2915,0.5
2916,0.4
2917,0.5
2918,0.5
2919,0.4
2920,0.6
2921,0.4
2922,0.5
2923,0.5
2924,0.5
2925,2.5
2926,2.4
2927,2.5
2928,2.4
2929,2.4
2930,2.4
2931,2.4
2932,2.4
2933,1.3
2934,0.4
2935,0.5
2936,0.4
2937,0.5
2938,0.5
2939,0.5
2940,0.6
2941,0.4
2942,0.5
2943,0.5
2944,0.6
2945,0.4
2946,0.5
2947,0.5
2948,0.5
2949,2.3
2950,2.4
2951,2.4
2952,2.4
2953,2.4
2954,2.4
2955,2.4
2956,2.4
2957,0.9
2958,0.4
2959,0.5
2960,0.4
2961,0.5
2962,0.5
2963,0.5
2964,0.5
2965,0.7
2966,0.5
2967,0.5
2968,0.8
2969,0.6
2970,0.5
2971,0.4
2972,0.6
2973,2.2
2974,2.2
2975,2.2
2976,2.2
2977,2.2
2978,2.3
2979,2.3
2980,2.3
2981,1
2982,0.4
2983,0.5
2984,0.6
2985,0.5
2986,0.5
2987,0.4
2988,0.5
2989,0.4
2990,0.5
2991,0.7
2992,0.4
2993,0.5
2994,0.5
2995,0.4
2996,0.5
2997,2.1
2998,2.3
2999,2.3
3000,2.1
3001,2.1
3002,2.1
3003,2.1
3004,2.1
3005,0.8
3006,0.5
3007,0.4
3008,0.5
3009,0.5
3010,0.4
3011,0.5
3012,0.4
3013,0.5
3014,0.5
3015,0.4
3016,0.5
3017,0.7
3018,0.7
3019,0.8
3020,0.8
3021,2.2
3022,2.4
3023,2.5
3024,2.3
3025,2
3026,2.1
3027,2.1
3028,2.1
3029,0.8
3030,0.5
3031,0.4
3032,0.5
3033,0.4
3034,0.5
3035,0.5
3036,0.6
3037,0.8
3038,0.5
3039,0.5
3040,0.5
3041,0.4
3042,0.5
3043,0.4
3044,0.5
3045,1.9
3046,2
3047,1.9
3048,2
3049,2
3050,2.1
3051,2.1
3052,2.1
3053,0.7
3054,0.5
3055,0.4
3056,0.7
3057,0.5
3058,0.4
3059,0.7
3060,0.5
3061,0.6
3062,0.6
3063,0.8
3064,0.6
3065,0.5
3066,0.9
3067,0.7
3068,0.7
3069,2
3070,2
3071,2
3072,2
3073,2.1
3074,2
3075,2.1
3076,2.1
3077,0.7
3078,0.5
3079,0.5
3080,0.4
3081,0.6
3082,0.6
3083,0.6
3084,0.5
3085,0.5
3086,0.5
3087,0.5
3088,0.6
3089,0.7
3090,0.5
3091,0.4
3092,0.7
3093,2.2
3094,2.1
3095,2.1
3096,2.1
3097,2.1
3098,2.1
3099,2.1
3100,2.1
3101,0.7
3102,0.4
3103,0.5
3104,0.5
3105,0.4
3106,0.7
3107,0.7
3108,0.7
3109,0.6
3110,0.6
3111,0.9
3112,0.7
3113,0.7
3114,0.6
3115,0.8
3116,0.7
3117,2
3118,2.1
3119,2.3
3120,2.2
3121,2.3
3122,2.2
3123,2.2
3124,2.3
3125,1
3126,0.5
3127,0.5
3128,0.5
3129,0.5
3130,0.5
3131,0.5
3132,0.5
3133,0.4
3134,0.5
3135,0.4
3136,0.6
3137,0.8
3138,0.9
3139,0.6
3140,0.8
3141,1.9
3142,2.1
3143,2.2
3144,2
3145,2.1
3146,2.1
3147,2.1
3148,2.1
3149,0.6
3150,0.5
3151,0.4
3152,0.7
3153,0.4
3154,0.5
3155,0.4
3156,0.5
3157,0.4
3158,0.6
3159,0.6
3160,0.5
3161,0.4
3162,0.5
3163,0.4
3164,0.5
3165,1.8
3166,2.1
3167,2.1
3168,2
3169,2.1
3170,2.1
3171,2.1
3172,2.1
3173,0.6
3174,0.4
3175,0.5
3176,0.4
3177,0.5
3178,0.4
3179,0.5
3180,0.4
3181,0.5
3182,0.4
3183,0.5
3184,0.5
3185,0.5
3186,0.4
3187,0.5
3188,0.5
3189,1.6
3190,2
3191,2.1
3192,2.1
3193,2.1
3194,2.1
3195,2.1
3196,2.1
3197,0.8
3198,0.4
3199,0.5
3200,0.4
3201,0.5
3202,0.4
3203,0.5
3204,0.6
3205,0.4
3206,0.5
3207,0.4
3208,0.5
3209,0.4
3210,0.5
3211,0.5
3212,0.4
3213,1.7
3214,1.9
3215,2
3216,2
3217,1.9
3218,2
3219,2
3220,1.9
3221,0.4
3222,0.4
3223,0.5
3224,0.4
3225,0.5
3226,0.4
3227,0.5
3228,0.5
3229,0.5
3230,0.5
3231,0.6
3232,0.5
3233,0.6
3234,0.7
3235,0.9
3236,1
3237,2.3
3238,2.4
3239,2.1
3240,2
3241,2
3242,2
3243,1.9
3244,2
3245,1.2
3246,0.5
3247,0.5
3248,0.4
3249,0.5
3250,0.4
3251,0.4
3252,0.5
3253,0.4
3254,0.5
3255,0.5
3256,0.6
3257,0.4
3258,0.5
3259,0.4
3260,0.9
3261,2
3262,1.9
3263,2
3264,1.9
3265,2
3266,1.9
3267,2
3268,1.9
3269,0.4
3270,0.5
3271,0.4
3272,0.5
3273,0.4
3274,0.5
3275,0.5
3276,0.4
3277,0.5
3278,0.4
3279,0.5
3280,0.7
3281,0.5
3282,0.4
3283,0.5
3284,0.4
3285,1.5
3286,1.9
3287,2
3288,1.9
3289,2
3290,1.9
3291,2
3292,1.8
3293,0.4
3294,0.5
3295,0.4
3296,0.4
3297,0.5
3298,0.4
3299,0.5
3300,0.5
3301,0.4
3302,0.4
3303,0.6
3304,0.5
3305,0.4
3306,0.4
3307,0.5
3308,0.4
3309,1.5
3310,2.1
3311,2
3312,2.1
3313,1
3314,1
3315,0.9
3316,1
3317,1
3318,1
3319,0.9
3320,1
3321,1
3322,1
3323,0.9
3324,1
3325,1
3326,1
3327,0.9
3328,1
3329,1
3330,1
3331,0.9
3332,1
3333,1
3334,1
3335,0.9
3336,1
3337,1
3338,1
3339,0.9
3340,1
3341,1
3342,1
3343,0.9
3344,1
3345,1
3346,1
3347,0.9
3348,1
3349,1
3350,0.5
3351,0.5
3352,0.6
3353,0.5
3354,0.5
3355,0.4
3356,0.5
3357,1.3
3358,2.1
3359,2
3360,2.1
3361,2.1
3362,2.1
3363,2
3364,1.9
3365,0.4
3366,0.5
3367,0.4
3368,0.5
3369,0.4
3370,0.5
3371,0.5
3372,0.5
3373,0.5
3374,0.5
3375,0.5
3376,0.4
3377,0.6
3378,0.5
3379,0.6
3380,0.9
3381,1.5
3382,2.1
3383,2
3384,2.1
3385,2.1
3386,2.1
3387,2.1
3388,2.1
3389,0.9
3390,0.5
3391,0.4
3392,0.5
3393,0.5
3394,0.5
3395,0.6
3396,0.5
3397,0.4
3398,0.5
3399,0.6
3400,0.6
3401,0.4
3402,0.5
3403,0.4
3404,0.6
3405,1.5
3406,2
3407,2.1
3408,2.1
3409,2.1
3410,2.1
3411,2.1
3412,1.9
3413,0.5
3414,0.4
3415,0.5
3416,0.4
3417,0.5
3418,0.4
3419,0.4
3420,0.5
3421,0.5
3422,0.4
3423,0.4
3424,0.6
3425,0.4
3426,0.5
3427,0.5
3428,0.4
3429,2
3430,2.1
3431,2
3432,2.1
3433,2.1
3434,2.1
3435,2.1
3436,2
3437,0.5
3438,0.4
3439,0.5
3440,0.4
3441,0.4
3442,0.6
3443,0.5
3444,0.6
3445,0.5
3446,0.4
3447,0.6
3448,0.5
3449,0.5
3450,0.4
3451,0.5
3452,0.4
3453,1.2
3454,2
3455,2.1
3456,2.1
3457,2
3458,2.1
3459,2.1
3460,1.9
3461,0.5
3462,0.4
3463,0.5
3464,0.4
3465,0.5
3466,0.4
3467,0.5
3468,0.4
3469,0.5
3470,0.4
3471,0.5
3472,0.5
3473,0.8
3474,0.5
3475,0.5
3476,0.4
3477,1.3
3478,2.1
3479,2.1
3480,2.1
3481,2.1
3482,2
3483,2.1
3484,1.8
3485,0.4
3486,0.5
3487,0.4
3488,0.5
3489,0.4
3490,0.5
3491,0.4
3492,0.5
3493,0.4
3494,0.5
3495,0.8
3496,0.5
3497,0.5
3498,0.5
3499,0.5
3500,0.5
3501,1
3502,2
3503,2
3504,1.9
3505,1.9
3506,2.1
3507,2.1
3508,1.6
3509,0.5
3510,0.4
3511,0.4
3512,0.5
3513,0.4
3514,0.5
3515,0.4
3516,0.5
3517,0.5
3518,0.6
3519,0.4
3520,0.5
3521,0.4
3522,0.5
3523,0.5
3524,0.5
3525,1.3
3526,2
3527,2.1
3528,2.1
3529,2.1
3530,0.9
3531,0.9
3532,1
3533,0.9
3534,0.9
3535,0.9
3536,0.9
3537,0.9
3538,1
3539,0.9
3540,0.9
3541,0.9
3542,0.9
3543,0.9
3544,1
3545,0.9
3546,0.9
3547,0.9
3548,0.9
3549,0.9
3550,1
3551,0.9
3552,0.9
3553,0.9
3554,0.9
3555,0.9
3556,1
3557,0.9
3558,0.9
3559,0.9
3560,0.9
3561,0.9
3562,1
3563,0.9
3564,0.9
3565,0.9
3566,0.5
3567,0.6
3568,0.5
3569,0.5
3570,0.5
3571,0.5
3572,0.5
3573,1.1
3574,2.1
3575,2.1
3576,2
3577,2.1
3578,2.1
3579,2
3580,1.5
3581,0.4
3582,0.5
3583,0.4
3584,0.5
3585,0.4
3586,0.4
3587,0.5
3588,0.5
3589,0.5
3590,0.5
3591,0.5
3592,0.7
3593,0.7
3594,0.5
3595,0.4
3596,0.5
3597,1.2
3598,2.1
3599,2.1
3600,2.1
3601,2.1
3602,2.1
3603,2.1
3604,1.6
3605,0.4
3606,0.5
3607,0.5
3608,0.5
3609,0.5
3610,0.5
3611,0.5
3612,0.5
3613,0.5
3614,0.5
3615,0.6
3616,0.6
3617,0.7
3618,0.6
3619,0.4
3620,0.5
3621,1
3622,2.2
3623,2.2
3624,2.1
3625,2.1
3626,2.2
3627,2.1
3628,1.6
3629,0.5
3630,0.5
3631,0.5
3632,0.5
3633,0.5
3634,0.6
3635,0.5
3636,0.5
3637,0.6
3638,0.5
3639,0.5
3640,0.6
3641,0.8
3642,0.5
3643,0.5
3644,0.6
3645,1.1
3646,2.1
3647,2.2
3648,2.1
3649,2.2
3650,2.1
3651,2.2
3652,1.4
3653,0.5
3654,0.5
3655,0.6
3656,0.5
3657,0.5
3658,0.5
3659,0.5
3660,0.5
3661,0.5
3662,0.6
3663,0.8
3664,0.5
3665,0.5
3666,0.4
3667,0.5
3668,0.6
3669,0.9
3670,2.1
3671,2.1
3672,2.1
3673,2.1
3674,2.2
3675,2.1
3676,1.4
3677,0.5
3678,0.4
3679,0.5
3680,0.5
3681,0.5
3682,0.5
3683,0.5
3684,1.5
3685,1.6
3686,0.8
3687,0.5
3688,0.5
3689,0.5
3690,0.4
3691,0.5
3692,0.5
3693,0.7
3694,2.1
3695,2.2
3696,2.1
3697,2.1
3698,2.2
3699,2.1
3700,1.6
3701,0.4
3702,0.5
3703,0.5
3704,0.5
3705,0.5
3706,0.5
3707,0.6
3708,0.5
3709,0.5
3710,0.6
3711,0.5
3712,0.5
3713,0.5
3714,0.6
3715,0.5
3716,0.5
3717,0.9
3718,2.2
3719,2.1
3720,2.1
3721,2.1
3722,2.2
3723,2.1
3724,2.1
3725,0.5
3726,0.5
3727,0.5
3728,0.4
3729,0.5
3730,0.6
3731,0.7
3732,0.5
3733,0.5
3734,0.5
3735,0.5
3736,0.5
3737,0.5
3738,0.4
3739,0.5
3740,0.5
3741,0.7
3742,2.2
3743,2.1
3744,2.1
3745,2.1
3746,2.2
3747,2.1
3748,1.3
3749,0.5
3750,0.4
3751,0.5
3752,0.5
3753,0.5
3754,0.4
3755,0.5
3756,0.5
3757,0.5
3758,0.5
3759,0.5
3760,0.6
3761,0.5
3762,0.5
3763,0.6
3764,0.5
3765,0.6
3766,2
3767,2.1
3768,2.1
3769,2.1
3770,2.1
3771,2.1
3772,1.3
3773,0.5
3774,0.4
3775,0.5
3776,0.5
3777,0.5
3778,0.4
3779,0.6
3780,0.4
3781,0.5
3782,0.6
3783,0.5
3784,0.7
3785,0.5
3786,0.4
3787,0.4
3788,0.5
3789,0.6
3790,2.1
3791,2.1
3792,2.1
3793,2
3794,2.1
3795,2.1
3796,1.2
3797,0.5
3798,0.4
3799,0.4
3800,0.5
3801,0.4
3802,0.5
3803,0.5
3804,0.4
3805,0.5
3806,0.4
3807,0.5
3808,0.8
3809,0.5
3810,0.6
3811,0.5
3812,0.5
3813,0.6
3814,1.9
3815,2
3816,2
3817,1.9
3818,1.9
3819,2
3820,1.1
3821,0.4
3822,0.4
3823,0.4
3824,0.5
3825,0.8
3826,0.6
3827,0.4
3828,1
3829,0.5
3830,0.5
3831,0.4
3832,0.5
3833,0.4
3834,0.4
3835,0.5
3836,0.4
3837,0.6
3838,2
3839,1.9
3840,1.9
3841,2
3842,2.1
3843,2.1
3844,1.1
3845,0.4
3846,0.3
3847,0.4
3848,0.3
3849,0.3
3850,0.2
3851,0.3
3852,0.2
3853,0.3
3854,0.3
3855,0.3
3856,0.9
3857,0.9
3858,0.7
3859,0.7
3860,0.7
3861,0.5
3862,2.1
3863,2
3864,2
3865,2.1
3866,2
3867,2
3868,1.3
3869,0.4
3870,0.4
3871,0.4
3872,0.4
3873,0.4
3874,0.4
3875,0.3
3876,0.3
3877,0.3
3878,0.3
3879,0.4
3880,0.8
3881,0.9
3882,0.7
3883,0.6
3884,0.7
3885,0.6
3886,2.2
3887,2
3888,2
3889,2.1
3890,2.1
3891,2
3892,1.2
3893,0.4
3894,0.4
3895,0.5
3896,0.4
3897,0.5
3898,0.4
3899,0.5
3900,0.4
3901,0.5
3902,0.5
3903,0.5
3904,0.5
3905,0.4
3906,0.5
3907,0.4
3908,0.6
3909,0.9
3910,2.2
3911,2.2
3912,2.2
3913,2.1
3914,2.1
3915,2
3916,1.2
3917,0.4
3918,0.4
3919,0.5
3920,0.4
3921,0.5
3922,0.4
3923,0.6
3924,0.4
3925,0.5
3926,0.4
3927,0.6
3928,0.5
3929,0.5
3930,0.5
3931,0.5
3932,0.4
3933,0.4
3934,2.1
3935,2.1
3936,2.2
3937,2.2
3938,2.1
3939,2.1
3940,1.1
3941,0.4
3942,0.5
3943,0.4
3944,0.5
3945,0.4
3946,0.5
3947,0.5
3948,0.5
3949,0.5
3950,0.4
3951,0.7
3952,0.4
3953,0.5
3954,0.5
3955,0.6
3956,0.5
3957,0.4
3958,2
3959,2.3
3960,2.2
3961,2.3
3962,2.2
3963,2.1
3964,1
3965,0.5
3966,0.4
3967,0.4
3968,0.4
3969,0.5
3970,0.4
3971,0.4
3972,0.5
3973,0.4
3974,0.4
3975,0.5
3976,1
3977,0.7
3978,0.8
3979,0.6
3980,0.4
3981,0.7
3982,1.9
3983,2
3984,2.1
3985,2
3986,2.1
3987,2.1
3988,1
3989,0.4
3990,0.5
3991,0.4
3992,0.4
3993,0.4
3994,0.5
3995,0.4
3996,0.5
3997,0.4
3998,0.5
3999,0.4
4000,0.5
4001,0.5
4002,0.4
4003,0.5
4004,0.4
4005,1.1
4006,2
4007,2
4008,2.1
4009,2
4010,2.1
4011,2
4012,1.3
4013,0.4
4014,0.4
4015,0.4
4016,0.5
4017,0.4
4018,0.4
4019,0.5
4020,0.7
4021,0.6
4022,0.6
4023,0.6
4024,0.4
4025,0.5
4026,0.4
4027,0.5
4028,0.4
4029,0.5
4030,2
4031,2.1
4032,2
4033,2.1
4034,2.1
4035,2
4036,2.1
4037,1.4
4038,0.4
4039,0.5
4040,0.4
4041,0.4
4042,0.5
4043,0.4
4044,0.5
4045,0.4
4046,0.4
4047,0.5
4048,0.4
4049,0.5
4050,0.4
4051,0.9
4052,0.6
4053,1.7
4054,2.2
4055,2
4056,2.1
4057,2
4058,2.1
4059,2.1
4060,1.4
4061,0.4
4062,0.4
4063,0.4
4064,0.7
4065,0.6
4066,0.7
4067,0.7
4068,0.7
4069,0.6
4070,0.5
4071,0.5
4072,0.4
4073,0.5
4074,0.4
4075,0.4
4076,0.4
4077,0.5
4078,1.9
4079,2.1
4080,2
4081,2.004081633
4082,2.008163265
4083,2.012244898
4084,2.016326531
4085,2.020408163
4086,2.024489796
4087,2.028571429
4088,2.032653061
4089,2.036734694
4090,2.040816327
4091,2.044897959
4092,2.048979592
4093,2.053061224
4094,2.057142857
4095,2.06122449
4096,2.065306122
4097,2.069387755
4098,2.073469388
4099,2.07755102
4100,2.081632653
4101,2.085714286
4102,2.089795918
4103,2.093877551
4104,2.097959184
4105,2.102040816
4106,2.106122449
4107,2.110204082
4108,2.114285714
4109,2.118367347
4110,2.12244898
4111,2.126530612
4112,2.130612245
4113,2.134693878
4114,2.13877551
4115,2.142857143
4116,2.146938776
4117,2.151020408
4118,2.155102041
4119,2.159183673
4120,2.163265306
4121,2.167346939
4122,2.171428571
4123,2.175510204
4124,2.179591837
4125,2.183673469
4126,2.187755102
4127,2.191836735
4128,2.195918367
4129,2.2
4130,2.2
4131,2.2
4132,2
4133,0.6
4134,0.4
4135,0.5
4136,0.4
4137,0.4
4138,0.5
4139,0.4
4140,0.5
4141,0.5
4142,0.4
4143,0.6
4144,0.4
4145,0.5
4146,0.5
4147,0.6
4148,0.6
4149,0.6
4150,2
4151,2.1
4152,2.1
4153,2.1
4154,2.1
4155,2.1
4156,1
4157,0.4
4158,0.4
4159,0.5
4160,0.4
4161,0.5
4162,0.4
4163,0.4
4164,0.5
4165,0.4
4166,0.5
4167,0.4
4168,0.4
